vehicle_number,vehicle_type,violation_count,last_seen,most_common_area,most_common_violations
FKN00GL23162,PASSENGER AUTO,2,2024-03-30 07:41:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | DEFECTIVE NUMBER PLATE | REFUSE TO GO FOR HIRE
FKN00GL143360,MOTOR CYCLE,2,2023-12-24 04:28:46+00:00,"Pipeline Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING
FKN00GL143365,CAR,2,2023-12-20 22:56:46+00:00,"Bengaluru Bellary Road, Sadahalli Gate Junction, Navarathna Agrahara",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL2316,CAR,2,2024-03-15 07:48:46+00:00,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL143415,CAR,2,2023-12-10 00:50:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING | NO PARKING
FKN00GL23153,SCOOTER,2,2024-02-06 21:32:46+00:00,"Palace Road, Kumar Park, Vasant Nagar",WRONG PARKING
FKN00GL230930,SCOOTER,2,2023-11-29 03:59:46+00:00,"6th Main Road, RK Puram, Gandhi Nagar",NO PARKING
FKN00GL23131,SCOOTER,2,2024-02-06 21:20:46+00:00,"Palace Road, Kumar Park, Vasant Nagar",WRONG PARKING
FKN00GL143416,MOPED,2,2023-12-21 02:20:46+00:00,"Marathahalli Underpass, Marathahalli, Bengaluru",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL231239,CAR,2,2024-03-14 03:08:46+00:00,"Harris Road, Byadarahalli, Benson Town",WRONG PARKING
FKN00GL231236,CAR,2,2024-03-14 03:08:46+00:00,"Harris Road, Byadarahalli, Benson Town",WRONG PARKING
FKN00GL143422,GOODS AUTO,2,2024-01-16 00:06:46+00:00,"Silver Jubilee Park Road, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL231054,MOTOR CYCLE,2,2023-11-29 07:58:46+00:00,"Coles Road, Silver Enclave, Frazer Town",NO PARKING
FKN00GL231037,SCOOTER,2,2023-11-29 20:10:46+00:00,"Mysore Road, Satellite Bus Stand Junction, New Timber Yard Layout",WRONG PARKING
FKN00GL23100,CAR,2,2024-02-05 03:03:46+00:00,"Dr Rajgopal Road, Infantry Towers, Naidu Layout",WRONG PARKING
FKN00GL230937,SCOOTER,2,2023-11-23 04:35:46+00:00,"6th Main Road, Vinayaka Nagar, Hebbal",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL231485,SCOOTER,2,2023-11-30 19:55:46+00:00,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar",WRONG PARKING
FKN00GL23479,MAXI-CAB,2,2024-02-06 23:21:46+00:00,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL23476,SCOOTER,2,2024-02-07 22:11:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL23474,MOTOR CYCLE,2,2024-02-07 22:41:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL14284,CAR,2,2024-01-24 03:40:46+00:00,"Subedar Chatram Road, AT Extension, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL142847,PASSENGER AUTO,2,2024-01-06 04:34:46+00:00,"MBT Road, Devasandra Junction, KR Puram",NO PARKING | WRONG PARKING
FKN00GL142853,SCOOTER,2,2023-11-21 03:45:46+00:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West",NO PARKING
FKN00GL23465,CAR,2,2024-02-06 23:40:46+00:00,"Tippu Sultan Palace Road, Kalasipalyam, Bengaluru",WRONG PARKING | NO PARKING
FKN00GL23464,CAR,2,2024-03-07 20:11:46+00:00,"17th Main Road, UCO Bank Junction, Koramangala",NO PARKING
FKN00GL14307,MOTOR CYCLE,2,2024-01-29 23:30:46+00:00,"Chord Road, Manuvana, Vijaya Nagar",WRONG PARKING
FKN00GL142857,MOTOR CYCLE,2,2023-11-21 02:36:46+00:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West",NO PARKING
FKN00GL14288,CAR,2,2024-01-24 03:40:46+00:00,"27th Cross Road, Balagere, Bengaluru",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL23450,PASSENGER AUTO,2,2024-02-06 23:21:46+00:00,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli",NO PARKING
FKN00GL142900,PASSENGER AUTO,2,2024-01-25 04:45:46+00:00,"Bellary Road, CBI Quarters, KGH Layout",NO PARKING | WRONG PARKING
FKN00GL23444,SCOOTER,2,2024-03-28 00:15:46+00:00,"12th Main Road, BSNL Quarters, Block 2",WRONG PARKING
FKN00GL23440,MOTOR CYCLE,2,2024-02-06 23:33:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL142901,PASSENGER AUTO,2,2023-11-23 04:17:46+00:00,"Bellary Road, Esteem Mall, Hebbal Kempapura",WRONG PARKING | NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL142909,CAR,2,2023-11-21 03:01:46+00:00,"15th Cross Road, Malleshwara Extension, Malleshwaram West",NO PARKING
FKN00GL23457,CAR,2,2024-03-13 07:11:46+00:00,"12th Main Road, Sri SV Chenna Krishnaiah Circle, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL23574,CAR,2,2024-04-05 05:11:46+00:00,"KR Main Road, Vanivilas Circle, Basavanagudi",NO PARKING
FKN00GL23573,CAR,2,2024-02-15 21:28:46+00:00,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL23572,PASSENGER AUTO,2,2024-03-30 05:30:46+00:00,"Queens Road, Govinda Chetty Colony, Shivaji Nagar",WRONG PARKING | DEFECTIVE NUMBER PLATE
FKN00GL142781,HGV,2,2023-12-28 07:22:46+00:00,"1st Main Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING
FKN00GL2356,CAR,2,2024-03-15 19:41:46+00:00,"17th Cross Road, Vijaya Nagar, Bengaluru",NO PARKING
FKN00GL23551,SCOOTER,2,2024-02-07 00:25:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL23550,MOTOR CYCLE,2,2024-02-23 05:58:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING | NO PARKING
FKN00GL23547,CAR,2,2024-02-07 00:10:46+00:00,"18th Cross Road, Malleshwaram 18th Cross Junction, Malleshwaram West",NO PARKING
FKN00GL142829,PASSENGER AUTO,2,2024-01-31 19:10:46+00:00,"Major T Ramachandrappa Road, AT Extension, Gandhi Nagar",WRONG PARKING
FKN00GL14279,PASSENGER AUTO,2,2024-02-23 22:49:46+00:00,"Central Street, Shivaji Nagar, Bengaluru",NO PARKING
FKN00GL23526,PASSENGER AUTO,2,2024-02-06 22:48:46+00:00,"6th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL23524,PASSENGER AUTO,2,2024-03-29 23:27:46+00:00,"Embassy Tech Square Main Road, Rajiv Nagar, Kadubisanahalli",NO PARKING
FKN00GL23507,CAR,2,2024-03-30 06:03:46+00:00,"19th Main Road, Block 1, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL23504,CAR,2,2024-02-07 00:06:46+00:00,"ITPL Main Road, Divyasree NR Enclave, EPIP Zone Phase 1",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL23497,SCOOTER,2,2024-02-07 21:47:46+00:00,"60 Feet Road, Periwinkle Residency Block D, AECS Layout",WRONG PARKING
FKN00GL2349,MOTOR CYCLE,2,2023-12-22 04:33:46+00:00,"Osborne Road, Meanee Avenue Layout, Frazer Town",NO PARKING
FKN00GL23482,MOPED,2,2024-04-04 06:30:46+00:00,"10th Cross Road, Block 1, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL23481,CAR,2,2024-03-29 21:03:46+00:00,"Dr APJ Abdul Kalam Marg, Sir CV Raman Circle, CV Raman Nagar",NO PARKING
FKN00GL23532,CAR,2,2024-03-13 20:43:46+00:00,"Bellary Road, Raitarasanthe, Nehru Nagar",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL143008,CAR,2,2024-01-21 03:47:46+00:00,"19th Main Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL14301,SCOOTER,2,2024-01-24 03:37:46+00:00,"19th Main Road, Block 1, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL23337,SCOOTER,2,2024-02-08 05:00:46+00:00,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2",WRONG PARKING
FKN00GL2333,SCOOTER,2,2024-03-29 17:34:46+00:00,"Police Road, Sri Krishna Rajendra Market, Chickpete",NO PARKING | WRONG PARKING
FKN00GL23309,CAR,2,2024-02-06 22:01:46+00:00,"ITPL Main Road, Pebble Creek, AECS Layout",WRONG PARKING
FKN00GL23299,CAR,2,2024-02-06 22:19:46+00:00,"Outer Ring Road, Vajram Esteva, Devara Beesana Halli",NO PARKING | PARKING IN A MAIN ROAD
FKN00GL23292,CAR,2,2024-02-06 22:16:46+00:00,"Unnamed Road, Jagajothi Nagar, Muthugada Halli",WRONG PARKING
FKN00GL143037,MOTOR CYCLE,2,2023-11-26 05:08:46+00:00,"Kalasipalyam Main Road, Kalasipalyam, Bengaluru",WRONG PARKING
FKN00GL23421,CAR,2,2024-02-06 22:40:46+00:00,"Old Madras Road, A Nanjappa Circle, Halasuru",NO PARKING
FKN00GL23283,MOTOR CYCLE,2,2024-02-07 00:02:46+00:00,"100 Feet Road, Sri Krishnappa Layout, Indiranagar",PARKING ON FOOTPATH | NO PARKING
FKN00GL143040,SCOOTER,2,2023-12-25 05:59:46+00:00,"Ayyappa Temple Road, Fortune Acacia, Byatarayanapura",NO PARKING | WRONG PARKING
FKN00GL143065,SCOOTER,2,2024-04-01 00:20:46+00:00,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar",WRONG PARKING
FKN00GL23274,CAR,2,2024-02-08 21:44:46+00:00,"Akme Encore Pereipheral Road, SJR Brooklyn Apartment, Kundalhalli",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL23272,CAR,2,2024-02-06 22:06:46+00:00,"10th Main Road, Block 3, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL143068,CAR,2,2023-11-21 21:55:46+00:00,"17th Main Road, Freedom Fighters Colony, Laggere",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL2327,SCOOTER,2,2024-03-15 16:17:46+00:00,"5th Main Road, Kodihalli, Bengaluru",NO PARKING
FKN00GL23269,CAR,2,2024-02-06 22:04:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",NO PARKING
FKN00GL23284,SCOOTER,2,2024-02-07 00:02:46+00:00,"100 Feet Road, Sri Krishnappa Layout, Indiranagar",PARKING ON FOOTPATH | NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL2342,SCOOTER,2,2024-03-30 05:57:46+00:00,"Mahakavi Kuvempu Road, Navarang Circle, Rajaji Nagar",WRONG PARKING
FKN00GL23418,PASSENGER AUTO,2,2024-03-30 07:41:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | REFUSE TO GO FOR HIRE | DEFECTIVE NUMBER PLATE
FKN00GL14292,CAR,2,2024-01-24 06:17:46+00:00,"6th Main Road, Block 3, Nandini Layout",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL23407,CAR,2,2024-04-04 06:11:46+00:00,"Outer Ring Road, Bellandur, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL23405,PASSENGER AUTO,2,2024-03-30 05:35:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING
FKN00GL142924,MAXI-CAB,2,2023-11-21 02:18:46+00:00,"Dr MH Ambarish Road, R Subanna Circle, Gandhi Nagar",WRONG PARKING
FKN00GL142938,MOTOR CYCLE,2,2023-11-29 04:56:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING
FKN00GL142951,CAR,2,2023-11-21 04:51:46+00:00,"Hospital Road, Tasker Town, Shivaji Nagar",NO PARKING | WRONG PARKING
FKN00GL142983,SCOOTER,2,2023-12-11 23:34:46+00:00,"19th Main Road, Block 1, Rajaji Nagar",WRONG PARKING
FKN00GL142953,CAR,2,2023-12-19 23:02:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",WRONG PARKING | NO PARKING
FKN00GL23385,MOTOR CYCLE,2,2024-02-06 22:58:46+00:00,"Kanakadasa Circle, Kalidasa Road, Gandhinagar",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL23383,CAR,2,2024-03-30 06:38:46+00:00,"Gangadhara Chetty Road, Neelkanta Circle, Sivanchetti Gardens",WRONG PARKING
FKN00GL142955,SCOOTER,2,2024-01-23 21:36:46+00:00,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2",WRONG PARKING
FKN00GL142960,MOTOR CYCLE,2,2023-12-27 04:32:46+00:00,"2nd Main Road, Star Circle, Rajaji Nagar",WRONG PARKING | NO PARKING
FKN00GL23368,SCOOTER,2,2024-03-29 23:29:46+00:00,"BGS Flyover, City Market Circle, Bengaluru",WRONG PARKING
FKN00GL142977,CAR,2,2024-01-03 20:34:46+00:00,"Kempegowda Road, Mysore Bank Circle, Chickpete",NO PARKING
FKN00GL23360,CAR,2,2024-03-30 06:34:46+00:00,"Mahakavi Kuvempu Road, Malleshwaram Circle, Malleshwaram",WRONG PARKING
FKN00GL23355,MOTOR CYCLE,2,2024-04-03 04:47:46+00:00,"1st Main Road, Block 1R, Rajaji Nagar",WRONG PARKING
FKN00GL23391,SCOOTER,2,2024-02-06 23:02:46+00:00,"1st Main Road, Maharani College Junction, Gandhi Nagar",NO PARKING
FKN00GL227437,MOTOR CYCLE,2,2023-11-28 00:14:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL22743,PASSENGER AUTO,2,2024-02-03 05:02:46+00:00,"Preethi Textiles, Sampige Road, Malleswaram",NO PARKING | WRONG PARKING
FKN00GL22742,CAR,2,2024-02-03 05:01:46+00:00,"Hotel Janatha, 8th Cross Road, Malleswaram",WRONG PARKING
FKN00GL22741,CAR,2,2024-02-03 05:02:46+00:00,"Chord Road, Shri Balagangadharanath Swamiji Circle, Vijaya Nagar",WRONG PARKING | NO PARKING
FKN00GL14374,SCOOTER,2,2024-03-30 09:28:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | WRONG PARKING
FKN00GL22738,CAR,2,2024-04-07 03:57:46+00:00,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING | DEFECTIVE NUMBER PLATE | USING BLACK FILM/OTHER MATERIALS
FKN00GL227370,CAR,2,2023-11-28 03:56:46+00:00,"1st Main Road, Jakkarayana Kere, Gandhi Nagar",WRONG PARKING
FKN00GL22736,SCOOTER,2,2024-02-15 06:24:46+00:00,"80 Feet Road, Papajan Garden, KHB Colony Stage 2",WRONG PARKING
FKN00GL23040,CAR,2,2024-04-05 22:25:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",WRONG PARKING
FKN00GL143742,LGV,2,2023-12-22 02:49:46+00:00,"Shantappa Lane, Ragipet, Nagartapete",WRONG PARKING
FKN00GL143765,CAR,2,2023-12-11 09:00:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING | WRONG PARKING
FKN00GL1438,MOTOR CYCLE,2,2024-03-15 04:29:46+00:00,"4th Main Road, Nagappa Block, Srirampuram",WRONG PARKING
FKN00GL22711,GOODS AUTO,2,2024-02-17 07:27:46+00:00,"Mysore Road, Hosaguddadahalli, New Guddadahalli",NO PARKING | PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL22710,PASSENGER AUTO,2,2024-02-03 04:19:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING | DEFECTIVE NUMBER PLATE | NO PARKING
FKN00GL22709,LGV,2,2024-02-03 04:19:46+00:00,"AS Char Main Road, Chickpete, Bengaluru",WRONG PARKING
FKN00GL22707,SCOOTER,2,2024-02-17 02:26:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING
FKN00GL143806,SCOOTER,2,2024-01-21 02:09:46+00:00,"1st Cross Road, Mallige Thotta, Cholurpalya",NO PARKING
FKN00GL227282,SCOOTER,2,2023-11-29 01:20:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC
FKN00GL22804,PASSENGER AUTO,2,2024-03-30 05:34:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",NO PARKING | WRONG PARKING
FKN00GL227997,CAR,2,2023-11-29 05:03:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING
FKN00GL22794,MOTOR CYCLE,2,2024-02-03 06:05:46+00:00,"4th A Cross Road, Industrial Layout, Block 5",WRONG PARKING | NO PARKING
FKN00GL22792,PASSENGER AUTO,2,2024-03-30 00:31:46+00:00,"12th Main Road, BSNL Quarters, Block 2",WRONG PARKING | NO PARKING
FKN00GL22788,CAR,2,2024-03-28 07:25:46+00:00,"4th Cross Road, Channakeshava Nagar, Singasandra",NO PARKING | WRONG PARKING
FKN00GL227865,SCOOTER,2,2024-03-09 23:53:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING
FKN00GL22783,SCOOTER,2,2024-02-03 05:31:46+00:00,"2nd Cross Road, Kempegowda Extension, Chickpete",WRONG PARKING | NO PARKING
FKN00GL227816,CAR,2,2024-03-10 00:37:46+00:00,"2nd Main Road, Jakkarayana Kere, Gandhi Nagar",NO PARKING
FKN00GL22746,CAR,2,2024-02-03 05:04:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING
FKN00GL22770,CAR,2,2024-03-29 23:38:46+00:00,"Major T Ramachandrappa Road, Subash Nagar, Gandhi Nagar",WRONG PARKING
FKN00GL227685,MOTOR CYCLE,2,2024-03-12 03:10:46+00:00,"New Horizon College Road, New Horizon College of Engineering, Kadubisanahalli",WRONG PARKING | PARKING IN A MAIN ROAD | DEFECTIVE NUMBER PLATE
FKN00GL143721,LGV,2,2024-01-25 03:07:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING
FKN00GL143723,PASSENGER AUTO,2,2023-12-17 03:33:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",NO PARKING | WRONG PARKING
FKN00GL227605,SCOOTER,2,2023-11-30 01:05:46+00:00,"Neeladri Road, Doddathoguru Cross Junction, Bengaluru",WRONG PARKING
FKN00GL143739,MAXI-CAB,2,2023-12-10 23:56:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",PARKING IN A MAIN ROAD | NO PARKING
FKN00GL2275,CAR,2,2024-03-15 07:41:46+00:00,"Da Ra Bendre Road, Orion, Brigade Gateway",NO PARKING
FKN00GL22749,SCOOTER,2,2024-04-02 04:38:46+00:00,"3rd Cross Road, Kempegowda Extension, Chickpete",NO PARKING
FKN00GL227771,LGV,2,2024-03-12 00:07:46+00:00,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",WRONG PARKING
FKN00GL143878,CAR,2,2023-12-20 23:29:46+00:00,"J Lingaiah Road, Shree MG Seshadri Circle, Seshadripuram",WRONG PARKING | NO PARKING
FKN00GL226386,SCOOTER,2,2023-12-26 21:39:46+00:00,"B Narayanpura Main Road, Venkatappa Colony, Mahadevapura",WRONG PARKING
FKN00GL226331,CAR,2,2023-12-26 19:44:46+00:00,"Subedar Chatram Road, Kempe Gowda Circle, Gandhi Nagar",NO PARKING
FKN00GL22629,SCOOTER,2,2024-02-03 03:22:46+00:00,"6th Main Road, Block 4 Stage 3, Basaveshwara Nagar",WRONG PARKING
FKN00GL22628,PRIVATE BUS,2,2024-02-15 02:47:46+00:00,"Seshadri Road, Ayurvedic Hospital Junction, Gandhi Nagar",WRONG PARKING
FKN00GL143880,GOODS AUTO,2,2023-12-10 19:17:46+00:00,"MBT Road, Devasandra Junction, KR Puram",NO PARKING
FKN00GL22613,MOTOR CYCLE,2,2024-02-03 02:54:46+00:00,"Da Ra Bendre Road, Renaissance Temple Apartment, Yeshwanthpur Suburb Stage 2",WRONG PARKING | NO PARKING
FKN00GL143902,LGV,2,2023-12-15 04:48:46+00:00,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam",WRONG PARKING
FKN00GL22691,CAR,2,2024-03-27 00:02:46+00:00,"Meenakshi Koil Street, Shivaji Nagar, Bengaluru",NO PARKING | WRONG PARKING
FKN00GL226012,HGV,2,2023-12-26 05:41:46+00:00,"Panathur Main Road, Subbanna Apartment, Varthur Hobli",PARKING ON FOOTPATH | NO PARKING | DEFECTIVE NUMBER PLATE
FKN00GL2260,CAR,2,2023-11-27 02:38:46+00:00,"Lakshmipura Main Road, Bhawani Nagar, Gavipuram",NO PARKING
FKN00GL225950,SCOOTER,2,2023-12-26 04:59:46+00:00,"4th Main Road, Malleshwara Extension, Malleshwaram West",WRONG PARKING | NO PARKING
FKN00GL225902,SCOOTER,2,2023-12-26 08:08:46+00:00,"Subedar Chatram Road, RK Puram, Gandhi Nagar",WRONG PARKING
FKN00GL143925,CAR,2,2023-12-10 04:56:46+00:00,"Kamaraj Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL22589,CAR,2,2024-03-09 00:57:46+00:00,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West",NO PARKING | WRONG PARKING
FKN00GL22583,MOTOR CYCLE,2,2024-02-03 02:44:46+00:00,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",NO PARKING
FKN00GL22581,MOTOR CYCLE,2,2024-02-03 02:30:46+00:00,"Da Ra Bendre Road, Kirloskar Foundry, Yeshwanthpur Suburb Stage 2",NO PARKING
FKN00GL226099,CAR,2,2023-12-26 06:25:46+00:00,"MBT Road, Devasandra Junction, KR Puram",WRONG PARKING
FKN00GL2269,PASSENGER AUTO,2,2024-03-15 07:45:46+00:00,"Mysore Road, BR Pura, Bengaluru",NO PARKING
FKN00GL143809,PASSENGER AUTO,2,2023-12-11 04:30:46+00:00,"Dickenson Road, Sri Nagamma Devi Circle, Sivanchetti Gardens",WRONG PARKING | NO PARKING
FKN00GL226851,CAR,2,2023-12-27 05:56:46+00:00,"Vatal Nagaraj Road, Bhashyam Circle, Rajaji Nagar",NO PARKING
FKN00GL22683,CAR,2,2024-02-14 04:16:46+00:00,"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2",NO PARKING | WRONG PARKING
FKN00GL22680,MOTOR CYCLE,2,2024-02-03 02:41:46+00:00,"GP Rajarathnam Road, Block A, Subramanya Nagar Stage 2",WRONG PARKING
FKN00GL22677,SCOOTER,2,2024-02-03 04:04:46+00:00,"Narasimha Raj Wadiyar Road, New Bamboo Bazar, Kalasipalyam",WRONG PARKING | NO PARKING | PARKING IN A MAIN ROAD
FKN00GL226756,CAR,2,2023-12-27 03:52:46+00:00,"Anna Basavanna Road, RV Layout, Seshadripuram",NO PARKING
FKN00GL143813,MOTOR CYCLE,2,2023-12-26 02:54:46+00:00,"Pusa Thippasandra Main Road, Nada Prabhu Kempegowda Circle, New Thippasandra",NO PARKING
FKN00GL22648,PASSENGER AUTO,2,2024-02-25 06:18:46+00:00,"AS Char Main Road, Chickpet Circle, Chickpete",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL22670,VAN,2,2024-02-06 18:12:46+00:00,"2nd Main Road, YSM Layout, KR Puram",WRONG PARKING | PARKING IN A MAIN ROAD | DEFECTIVE NUMBER PLATE
FKN00GL143823,CAR,2,2023-12-13 22:55:46+00:00,"Dr MH Ambarish Road, Trilite Junction, Vasant Nagar",WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL22668,CAR,2,2024-02-03 05:30:46+00:00,"2nd Cross Road, New Bamboo Bazar, Kalasipalyam",WRONG PARKING
FKN00GL143824,SCOOTER,2,2024-03-11 23:52:46+00:00,"Bellary Road, Vinayaka Nagar, Hebbal",WRONG PARKING | NO PARKING
FKN00GL22666,LGV,2,2024-02-03 03:07:46+00:00,"1st Cross Road, New Bamboo Bazar, Kalasipalyam",WRONG PARKING
FKN00GL22662,CAR,2,2024-02-03 03:40:46+00:00,"80 Feet Ring Road, Orion, Brigade Gateway",WRONG PARKING | NO PARKING
FKN00GL226574,MAXI-CAB,2,2023-12-27 04:26:46+00:00,"ITPL Main Road, Brigade Tech Gardens, Brookefield",WRONG PARKING
FKN00GL226547,TEMPO,2,2023-12-26 23:57:46+00:00,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli",PARKING IN A MAIN ROAD | WRONG PARKING
FKN00GL143846,CAR,2,2024-01-19 05:31:46+00:00,"20th Main Road, UCO Bank Junction, Koramangala",NO PARKING
FKN00GL226705,PASSENGER AUTO,2,2023-12-27 03:11:46+00:00,"B 1st Street, Shivaji Nagar, Bengaluru",WRONG PARKING
FKN00GL22978,CAR,2,2024-02-06 20:16:46+00:00,"60 Feet Road, Block 5, Koramangala",NO PARKING
FKN00GL229698,LGV,2,2023-11-27 19:16:46+00:00,"Narasimha Raj Wadiyar Road, Gollarpet, Nagartapete",WRONG PARKING
FKN00GL22966,SCOOTER,2,2024-02-06 19:43:46+00:00,"MBT Road, Devasandra Junction, KR Puram",NO PARKING
FKN00GL229643,SCOOTER,2,2023-11-28 00:33:46+00:00,"Pailwan M Krishnappa Road, Shoukath Mohalla, Nagartapete",WRONG PARKING
FKN00GL22961,SCOOTER,2,2024-02-06 20:29:46+00:00,"Palace Road, Kumar Park, Vasant Nagar",WRONG PARKING
FKN00GL2296,PASSENGER AUTO,2,2023-11-24 00:40:46+00:00,"80 Feet Ring Road, Gubbanna Industrial Estate, Block 6",NO PARKING | WRONG PARKING
FKN00GL22959,CAR,2,2024-03-16 06:15:46+00:00,"80 Feet Ring Road, Dr Rajkumar Road 17th Cross Junction, Rajaji Nagar",NO PARKING | WRONG PARKING
FKN00GL143584,CAR,2,2023-12-26 05:55:46+00:00,"7th Cross Road, MICO Employees House Building Cooperative Society, BTM Layout Stage 2",NO PARKING | WRONG PARKING | PARKING IN A MAIN ROAD
FKN00GL228072,SCOOTER,2,2024-03-10 03:34:46+00:00,"Kempegowda Road, Mysore Bank Circle, Chickpete",WRONG PARKING
FKN00GL143604,MAXI-CAB,2,2023-12-11 01:02:46+00:00,"Unnamed Road, Begur Chikkanahalli, Bengaluru",WRONG PARKING | PARKING IN A MAIN ROAD | NO PARKING
FKN00GL143638,PASSENGER AUTO,2,2023-12-10 00:14:46+00:00,"Silver Jubilee Park Road, City Market Circle, Bengaluru",WRONG PARKING | PARKING IN A MAIN ROAD
